type,priority,status,complexityScore,riskLevel,targetAgentCount,expectedCallsPerAgent,targetConversionRate,qualityScoreTarget,dependenciesCount,reopenCount,delayHours,estimatedHours
REPORTING,HIGH,DONE,4,2,0,0,0.00,89,0,0,0.00,9
CAMPAIGN,LOW,IN_PROGRESS,2,1,7,18,8.00,79,0,0,0.00,12
SYSTEM_SETUP,CRITICAL,IN_REVIEW,5,5,0,0,0.00,91,3,1,6.25,45
OTHER,MEDIUM,TO_DO,3,2,0,0,0.00,77,0,0,0.00,6
TRAINING,LOW,DONE,2,1,4,10,5.00,76,0,0,0.00,6
SCRIPTING,CRITICAL,IN_PROGRESS,5,4,0,0,0.00,86,2,0,0.00,13
QUALITY_ASSURANCE,HIGH,IN_REVIEW,4,3,0,0,0.00,93,2,1,3.00,25
COACHING,LOW,TO_DO,2,1,2,6,3.25,73,0,0,0.00,4
REPORTING,MEDIUM,DONE,3,2,0,0,0.00,81,0,0,0.00,7
CAMPAIGN,HIGH,IN_REVIEW,4,3,20,50,16.00,90,2,1,3.50,36
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,72,0,0,0.00,4
OTHER,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,92,3,2,7.00,50
TRAINING,HIGH,IN_REVIEW,4,3,16,26,12.50,89,1,0,0.00,21
SCRIPTING,LOW,TO_DO,2,1,0,0,0.00,78,0,0,0.00,4
QUALITY_ASSURANCE,MEDIUM,DONE,3,2,0,0,0.00,87,1,0,0.00,12
COACHING,CRITICAL,IN_PROGRESS,5,5,15,45,13.00,94,2,1,5.00,40
REPORTING,LOW,IN_REVIEW,1,1,0,0,0.00,70,0,0,0.00,2
CAMPAIGN,MEDIUM,IN_PROGRESS,3,2,11,33,11.00,86,1,0,0.00,22
SYSTEM_SETUP,HIGH,TO_DO,4,4,0,0,0.00,88,2,0,0.00,24
OTHER,LOW,DONE,1,1,0,0,0.00,69,0,0,0.00,2
TRAINING,MEDIUM,IN_PROGRESS,3,2,9,19,9.50,85,1,0,0.00,13
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,84,0,0,0.00,10
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,4,0,0,0.00,94,3,2,7.00,46
COACHING,LOW,DONE,2,1,3,10,3.50,78,0,0,0.00,5
REPORTING,MEDIUM,DONE,2,1,0,0,0.00,76,0,0,0.00,4
CAMPAIGN,CRITICAL,IN_PROGRESS,5,5,28,55,21.00,95,4,2,9.00,55
SYSTEM_SETUP,MEDIUM,DONE,3,3,0,0,0.00,83,1,0,0.00,15
OTHER,MEDIUM,IN_REVIEW,3,2,0,0,0.00,78,0,0,0.00,6
TRAINING,LOW,TO_DO,2,1,3,9,5.25,75,0,0,0.00,5
SCRIPTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,82,0,0,0.00,6
QUALITY_ASSURANCE,HIGH,DONE,4,3,0,0,0.00,90,2,0,0.00,26
COACHING,MEDIUM,IN_REVIEW,3,2,8,18,7.00,85,0,0,0.00,11
REPORTING,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,14,38,14.50,88,2,1,2.75,33
SYSTEM_SETUP,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,90,3,1,6.50,47
OTHER,LOW,DONE,1,1,0,0,0.00,68,0,0,0.00,2
TRAINING,HIGH,IN_PROGRESS,4,3,20,28,13.00,90,2,0,0.00,23
SCRIPTING,MEDIUM,DONE,3,2,0,0,0.00,81,0,0,0.00,7
QUALITY_ASSURANCE,MEDIUM,IN_REVIEW,3,2,0,0,0.00,88,1,0,0.00,13
COACHING,HIGH,IN_PROGRESS,4,3,11,21,9.25,87,1,0,0.00,19
REPORTING,LOW,DONE,1,1,0,0,0.00,75,0,0,0.00,3
CAMPAIGN,MEDIUM,TO_DO,3,2,10,31,10.25,85,1,0,0.00,20
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,74,0,0,0.00,4
OTHER,CRITICAL,IN_REVIEW,5,5,0,0,0.00,92,3,1,5.00,43
TRAINING,MEDIUM,DONE,3,2,12,22,11.00,87,1,0,0.00,16
SCRIPTING,LOW,TO_DO,2,1,0,0,0.00,77,0,0,0.00,4
QUALITY_ASSURANCE,HIGH,IN_PROGRESS,4,3,0,0,0.00,89,2,1,2.50,27
COACHING,MEDIUM,DONE,3,2,6,15,6.75,86,0,0,0.00,10
REPORTING,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,13,36,13.50,88,2,1,2.25,31
SYSTEM_SETUP,MEDIUM,DONE,3,3,0,0,0.00,82,1,0,0.00,15
OTHER,LOW,DONE,1,1,0,0,0.00,70,0,0,0.00,2
TRAINING,CRITICAL,IN_PROGRESS,5,4,25,30,16.50,91,3,1,4.25,39
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,84,0,0,0.00,10
QUALITY_ASSURANCE,MEDIUM,IN_REVIEW,3,2,0,0,0.00,88,1,0,0.00,13
COACHING,HIGH,IN_PROGRESS,4,3,10,20,9.00,87,1,0,0.00,20
REPORTING,LOW,DONE,1,1,0,0,0.00,75,0,0,0.00,3
CAMPAIGN,MEDIUM,TO_DO,3,2,9,29,9.75,85,1,0,0.00,18
SYSTEM_SETUP,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,90,3,1,6.00,47
OTHER,MEDIUM,DONE,2,2,0,0,0.00,76,0,0,0.00,6
TRAINING,LOW,TO_DO,1,1,2,5,4.00,71,0,0,0.00,3
SCRIPTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,82,0,0,0.00,6
QUALITY_ASSURANCE,HIGH,IN_REVIEW,4,3,0,0,0.00,90,1,0,0.00,20
COACHING,MEDIUM,DONE,3,2,5,18,6.50,85,0,0,0.00,9
REPORTING,LOW,DONE,2,1,0,0,0.00,78,0,0,0.00,4
CAMPAIGN,HIGH,IN_PROGRESS,4,3,16,40,14.00,88,1,0,0.00,30
SYSTEM_SETUP,CRITICAL,TO_DO,5,5,0,0,0.00,92,2,0,0.00,50
OTHER,MEDIUM,DONE,2,2,0,0,0.00,76,0,0,0.00,6
TRAINING,HIGH,IN_PROGRESS,4,3,18,28,12.00,89,2,0,0.00,22
SCRIPTING,LOW,DONE,2,1,0,0,0.00,77,0,0,0.00,4
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,95,3,1,6.00,48
COACHING,LOW,TO_DO,2,1,1,8,3.00,74,0,0,0.00,3
REPORTING,MEDIUM,IN_REVIEW,3,2,0,0,0.00,82,0,0,0.00,7
CAMPAIGN,CRITICAL,IN_REVIEW,5,5,30,60,21.00,94,3,1,8.50,58
SYSTEM_SETUP,HIGH,DONE,4,4,0,0,0.00,87,2,0,0.00,26
OTHER,LOW,TO_DO,1,1,0,0,0.00,69,0,0,0.00,2
TRAINING,MEDIUM,DONE,3,2,10,20,10.00,86,1,0,0.00,15
SCRIPTING,HIGH,IN_REVIEW,4,2,0,0,0.00,85,0,0,0.00,11
QUALITY_ASSURANCE,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,88,1,0,0.00,13
COACHING,HIGH,IN_PROGRESS,4,3,9,22,9.50,87,1,0,0.00,18
REPORTING,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,3
CAMPAIGN,MEDIUM,TO_DO,3,2,8,25,9.50,84,1,0,0.00,17
SYSTEM_SETUP,MEDIUM,IN_PROGRESS,3,3,0,0,0.00,83,1,0,0.00,14
OTHER,HIGH,DONE,4,3,0,0,0.00,80,1,0,0.00,10
TRAINING,CRITICAL,IN_PROGRESS,5,4,24,30,17.00,92,3,1,4.00,38
SCRIPTING,MEDIUM,TO_DO,3,2,0,0,0.00,81,0,0,0.00,6
QUALITY_ASSURANCE,LOW,DONE,2,1,0,0,0.00,75,0,0,0.00,5
COACHING,MEDIUM,IN_REVIEW,3,2,6,16,6.75,85,0,0,0.00,10
REPORTING,HIGH,DONE,4,2,0,0,0.00,89,0,0,0.00,9
CAMPAIGN,LOW,IN_PROGRESS,2,1,7,18,8.00,79,0,0,0.00,12
SYSTEM_SETUP,CRITICAL,IN_REVIEW,5,5,0,0,0.00,91,3,1,6.25,45
OTHER,MEDIUM,TO_DO,3,2,0,0,0.00,77,0,0,0.00,6
TRAINING,LOW,DONE,2,1,4,10,5.00,76,0,0,0.00,6
SCRIPTING,CRITICAL,IN_PROGRESS,5,4,0,0,0.00,86,2,0,0.00,13
QUALITY_ASSURANCE,HIGH,IN_REVIEW,4,3,0,0,0.00,93,2,1,3.00,25
COACHING,LOW,TO_DO,2,1,2,6,3.25,73,0,0,0.00,4
REPORTING,MEDIUM,DONE,3,2,0,0,0.00,81,0,0,0.00,7
CAMPAIGN,HIGH,IN_REVIEW,4,3,20,50,16.00,90,2,1,3.50,36
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,72,0,0,0.00,4
OTHER,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,92,3,2,7.00,50
TRAINING,HIGH,IN_REVIEW,4,3,16,26,12.50,89,1,0,0.00,21
SCRIPTING,LOW,TO_DO,2,1,0,0,0.00,78,0,0,0.00,4
QUALITY_ASSURANCE,MEDIUM,DONE,3,2,0,0,0.00,87,1,0,0.00,12
COACHING,CRITICAL,IN_PROGRESS,5,5,15,45,13.00,94,2,1,5.00,40
REPORTING,LOW,IN_REVIEW,1,1,0,0,0.00,70,0,0,0.00,2
CAMPAIGN,MEDIUM,IN_PROGRESS,3,2,11,33,11.00,86,1,0,0.00,22
SYSTEM_SETUP,HIGH,TO_DO,4,4,0,0,0.00,88,2,0,0.00,24
OTHER,LOW,DONE,1,1,0,0,0.00,69,0,0,0.00,2
TRAINING,MEDIUM,IN_PROGRESS,3,2,9,19,9.50,85,1,0,0.00,13
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,84,0,0,0.00,10
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,4,0,0,0.00,94,3,2,7.00,46
COACHING,LOW,DONE,2,1,3,10,3.50,78,0,0,0.00,5
REPORTING,MEDIUM,DONE,2,1,0,0,0.00,76,0,0,0.00,4
CAMPAIGN,CRITICAL,IN_PROGRESS,5,5,28,55,21.00,95,4,2,9.00,55
SYSTEM_SETUP,MEDIUM,DONE,3,3,0,0,0.00,83,1,0,0.00,15
OTHER,MEDIUM,IN_REVIEW,3,2,0,0,0.00,78,0,0,0.00,6
TRAINING,LOW,TO_DO,2,1,3,8,5.00,75,0,0,0.00,5
SCRIPTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,82,0,0,0.00,6
QUALITY_ASSURANCE,HIGH,DONE,4,3,0,0,0.00,90,2,0,0.00,26
COACHING,MEDIUM,IN_REVIEW,3,2,8,18,7.00,85,0,0,0.00,11
REPORTING,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,14,38,14.50,88,2,1,2.75,33
SYSTEM_SETUP,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,90,3,1,6.50,47
OTHER,LOW,DONE,1,1,0,0,0.00,68,0,0,0.00,2
TRAINING,HIGH,IN_PROGRESS,4,3,20,28,13.00,90,2,0,0.00,23
SCRIPTING,MEDIUM,DONE,3,2,0,0,0.00,81,0,0,0.00,7
QUALITY_ASSURANCE,MEDIUM,IN_REVIEW,3,2,0,0,0.00,88,1,0,0.00,13
COACHING,HIGH,IN_PROGRESS,4,3,11,21,9.25,87,1,0,0.00,19
REPORTING,LOW,DONE,1,1,0,0,0.00,75,0,0,0.00,3
CAMPAIGN,MEDIUM,TO_DO,3,2,10,31,10.25,85,1,0,0.00,20
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,74,0,0,0.00,4
OTHER,CRITICAL,IN_REVIEW,5,5,0,0,0.00,92,3,1,5.00,43
TRAINING,MEDIUM,DONE,3,2,12,22,11.00,87,1,0,0.00,16
SCRIPTING,LOW,TO_DO,2,1,0,0,0.00,77,0,0,0.00,4
QUALITY_ASSURANCE,HIGH,IN_PROGRESS,4,3,0,0,0.00,89,2,1,2.50,27
COACHING,MEDIUM,DONE,3,2,6,15,6.75,86,0,0,0.00,10
REPORTING,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,13,36,13.50,88,2,1,2.25,31
SYSTEM_SETUP,MEDIUM,DONE,3,3,0,0,0.00,82,1,0,0.00,15
OTHER,LOW,DONE,1,1,0,0,0.00,69,0,0,0.00,2
TRAINING,CRITICAL,IN_PROGRESS,5,4,24,27,16.50,91,3,1,4.25,39
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,84,0,0,0.00,10
QUALITY_ASSURANCE,MEDIUM,IN_REVIEW,3,2,0,0,0.00,88,1,0,0.00,13
COACHING,HIGH,IN_PROGRESS,4,3,10,20,9.00,87,1,0,0.00,20
REPORTING,LOW,DONE,1,1,0,0,0.00,75,0,0,0.00,3
CAMPAIGN,MEDIUM,TO_DO,3,2,9,29,9.75,85,1,0,0.00,18
SYSTEM_SETUP,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,90,3,1,6.00,47
OTHER,MEDIUM,DONE,2,2,0,0,0.00,76,0,0,0.00,6
TRAINING,LOW,TO_DO,2,1,5,12,6.25,80,0,0,0.00,6
SCRIPTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,83,0,0,0.00,7
QUALITY_ASSURANCE,HIGH,DONE,4,3,0,0,0.00,91,2,0,0.00,26
COACHING,MEDIUM,IN_REVIEW,3,2,8,18,7.00,85,0,0,0.00,11
REPORTING,LOW,DONE,1,1,0,0,0.00,72,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,17,42,15.75,89,2,1,3.00,34
SYSTEM_SETUP,MEDIUM,DONE,3,3,0,0,0.00,83,1,0,0.00,16
OTHER,LOW,DONE,1,1,0,0,0.00,71,0,0,0.00,2
TRAINING,HIGH,IN_PROGRESS,4,3,15,25,11.50,88,2,0,0.00,20
SCRIPTING,MEDIUM,DONE,3,2,0,0,0.00,80,0,0,0.00,7
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,4,0,0,0.00,93,3,2,7.50,47
COACHING,LOW,DONE,2,1,2,8,3.25,77,0,0,0.00,4
REPORTING,MEDIUM,DONE,2,1,0,0,0.00,76,0,0,0.00,4
CAMPAIGN,CRITICAL,IN_PROGRESS,5,5,30,60,22.00,95,4,2,10.50,59
SYSTEM_SETUP,HIGH,DONE,4,4,0,0,0.00,88,2,0,0.00,28
OTHER,MEDIUM,DONE,2,2,0,0,0.00,76,0,0,0.00,6
TRAINING,LOW,TO_DO,2,1,4,9,5.00,74,0,0,0.00,5
SCRIPTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,82,0,0,0.00,6
QUALITY_ASSURANCE,MEDIUM,TO_DO,3,2,0,0,0.00,85,1,0,0.00,12
COACHING,LOW,DONE,2,1,2,7,3.50,76,0,0,0.00,4
REPORTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,80,0,0,0.00,7
CAMPAIGN,MEDIUM,TO_DO,3,2,10,30,10.00,86,1,0,0.00,20
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,4
OTHER,MEDIUM,IN_REVIEW,3,2,0,0,0.00,78,0,0,0.00,6
TRAINING,HIGH,IN_PROGRESS,4,3,14,26,12.00,89,1,0,0.00,20
SCRIPTING,LOW,TO_DO,2,1,0,0,0.00,77,0,0,0.00,4
QUALITY_ASSURANCE,HIGH,IN_REVIEW,4,3,0,0,0.00,90,2,1,2.00,24
COACHING,MEDIUM,DONE,3,2,6,18,6.50,84,0,0,0.00,10
REPORTING,LOW,DONE,1,1,0,0,0.00,72,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,18,44,15.00,89,2,1,3.00,34
SYSTEM_SETUP,MEDIUM,TO_DO,3,3,0,0,0.00,83,1,0,0.00,14
OTHER,LOW,DONE,1,1,0,0,0.00,70,0,0,0.00,2
TRAINING,CRITICAL,IN_PROGRESS,5,4,26,32,17.50,93,3,1,4.50,38
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,85,0,0,0.00,11
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,96,4,2,9.00,50
COACHING,LOW,TO_DO,2,1,1,5,2.50,75,0,0,0.00,3
REPORTING,MEDIUM,IN_REVIEW,3,2,0,0,0.00,81,0,0,0.00,7
CAMPAIGN,CRITICAL,IN_REVIEW,5,5,30,60,22.00,95,3,1,8.50,58
SYSTEM_SETUP,HIGH,DONE,4,4,0,0,0.00,88,2,0,0.00,26
OTHER,MEDIUM,TO_DO,3,2,0,0,0.00,77,0,0,0.00,6
TRAINING,LOW,DONE,2,1,5,12,6.00,76,0,0,0.00,6
SCRIPTING,MEDIUM,IN_REVIEW,3,2,0,0,0.00,82,0,0,0.00,7
QUALITY_ASSURANCE,HIGH,IN_PROGRESS,4,3,0,0,0.00,91,2,1,2.75,26
COACHING,HIGH,IN_REVIEW,4,3,11,22,9.50,88,1,0,0.00,18
REPORTING,MEDIUM,DONE,2,1,0,0,0.00,79,0,0,0.00,5
CAMPAIGN,LOW,TO_DO,2,1,6,15,7.00,80,0,0,0.00,10
SYSTEM_SETUP,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,92,3,1,6.00,48
OTHER,HIGH,DONE,4,3,0,0,0.00,85,1,0,0.00,15
TRAINING,CRITICAL,IN_REVIEW,5,4,30,36,18.00,94,3,1,5.00,42
SCRIPTING,LOW,DONE,1,1,0,0,0.00,75,0,0,0.00,3
QUALITY_ASSURANCE,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,86,1,0,0.00,12
COACHING,LOW,DONE,2,1,1,6,2.50,72,0,0,0.00,2
REPORTING,HIGH,IN_REVIEW,4,2,0,0,0.00,88,0,0,0.00,9
CAMPAIGN,MEDIUM,IN_PROGRESS,3,2,16,38,13.00,87,1,0,0.00,30
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,73,0,0,0.00,4
OTHER,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,91,3,2,7.00,50
TRAINING,HIGH,DONE,4,3,20,26,12.50,90,2,0,0.00,22
SCRIPTING,MEDIUM,TO_DO,3,2,0,0,0.00,81,0,0,0.00,6
QUALITY_ASSURANCE,LOW,DONE,2,1,0,0,0.00,78,0,0,0.00,5
COACHING,MEDIUM,IN_REVIEW,3,2,5,15,6.00,84,0,0,0.00,8
REPORTING,LOW,DONE,1,1,0,0,0.00,71,0,0,0.00,3
CAMPAIGN,HIGH,IN_PROGRESS,4,3,22,48,17.00,89,2,1,3.50,38
SYSTEM_SETUP,MEDIUM,TO_DO,3,3,0,0,0.00,82,1,0,0.00,14
OTHER,LOW,DONE,1,1,0,0,0.00,69,0,0,0.00,2
TRAINING,MEDIUM,IN_PROGRESS,3,2,13,24,11.00,86,1,0,0.00,16
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,85,0,0,0.00,11
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,97,4,2,11.00,54
COACHING,LOW,DONE,2,1,2,6,3.00,75,0,0,0.00,4
REPORTING,MEDIUM,DONE,2,1,0,0,0.00,77,0,0,0.00,4
CAMPAIGN,CRITICAL,IN_REVIEW,5,5,26,55,21.00,94,3,1,8.50,56
SYSTEM_SETUP,HIGH,IN_PROGRESS,4,4,0,0,0.00,88,2,0,0.00,27
OTHER,MEDIUM,DONE,3,2,0,0,0.00,80,0,0,0.00,7
TRAINING,LOW,TO_DO,2,1,5,11,5.50,79,0,0,0.00,6
SCRIPTING,MEDIUM,DONE,3,2,0,0,0.00,83,0,0,0.00,7
QUALITY_ASSURANCE,HIGH,IN_PROGRESS,4,3,0,0,0.00,91,2,1,2.25,24
COACHING,HIGH,IN_REVIEW,4,3,11,21,9.25,88,1,0,0.00,18
REPORTING,LOW,DONE,1,1,0,0,0.00,74,0,0,0.00,3
CAMPAIGN,MEDIUM,TO_DO,3,2,10,30,10.00,85,1,0,0.00,20
SYSTEM_SETUP,CRITICAL,DONE,5,5,0,0,0.00,92,3,1,6.50,49
OTHER,LOW,DONE,1,1,0,0,0.00,67,0,0,0.00,2
TRAINING,CRITICAL,IN_PROGRESS,5,4,28,34,18.00,93,3,1,4.75,41
SCRIPTING,LOW,DONE,2,1,0,0,0.00,76,0,0,0.00,4
QUALITY_ASSURANCE,MEDIUM,IN_REVIEW,3,2,0,0,0.00,87,1,0,0.00,13
COACHING,MEDIUM,IN_PROGRESS,3,2,8,19,7.75,85,0,0,0.00,12
REPORTING,HIGH,DONE,4,2,0,0,0.00,89,0,0,0.00,9
CAMPAIGN,LOW,TO_DO,2,1,6,15,7.50,78,0,0,0.00,10
SYSTEM_SETUP,MEDIUM,IN_PROGRESS,3,3,0,0,0.00,84,1,0,0.00,14
OTHER,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,90,4,2,7.50,51
TRAINING,HIGH,DONE,4,3,16,24,11.50,88,1,0,0.00,19
SCRIPTING,MEDIUM,IN_REVIEW,3,2,0,0,0.00,82,0,0,0.00,6
QUALITY_ASSURANCE,LOW,DONE,2,1,0,0,0.00,79,0,0,0.00,5
COACHING,LOW,TO_DO,2,1,3,10,4.00,73,0,0,0.00,4
REPORTING,MEDIUM,IN_PROGRESS,3,2,0,0,0.00,80,0,0,0.00,7
CAMPAIGN,HIGH,IN_REVIEW,4,3,21,46,16.50,90,2,1,3.00,37
SYSTEM_SETUP,LOW,DONE,1,1,0,0,0.00,72,0,0,0.00,4
OTHER,MEDIUM,DONE,3,2,0,0,0.00,78,0,0,0.00,6
TRAINING,MEDIUM,TO_DO,3,2,8,17,8.50,84,1,0,0.00,11
SCRIPTING,HIGH,DONE,4,2,0,0,0.00,86,0,0,0.00,10
QUALITY_ASSURANCE,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,95,4,2,11.00,54
COACHING,MEDIUM,DONE,3,2,6,16,6.25,85,0,0,0.00,10
REPORTING,LOW,DONE,1,1,0,0,0.00,71,0,0,0.00,3
CAMPAIGN,CRITICAL,IN_PROGRESS,5,5,25,58,20.00,94,4,2,9.00,57
SYSTEM_SETUP,HIGH,DONE,4,4,0,0,0.00,88,2,0,0.00,28
OTHER,LOW,DONE,1,1,0,0,0.00,66,0,0,0.00,2
TRAINING,HIGH,IN_PROGRESS,4,3,18,26,12.00,89,2,0,0.00,21
SCRIPTING,MEDIUM,DONE,3,2,0,0,0.00,80,0,0,0.00,7
QUALITY_ASSURANCE,MEDIUM,IN_REVIEW,3,2,0,0,0.00,88,1,0,0.00,13
COACHING,HIGH,IN_PROGRESS,4,3,13,23,9.50,87,1,0,0.00,18
REPORTING,MEDIUM,DONE,2,1,0,0,0.00,76,0,0,0.00,4
CAMPAIGN,MEDIUM,TO_DO,3,2,12,34,11.00,85,1,0,0.00,22
SYSTEM_SETUP,CRITICAL,IN_PROGRESS,5,5,0,0,0.00,91,3,1,6.25,46
OTHER,MEDIUM,DONE,2,2,0,0,0.00,77,0,0,0.00,6
